3,218248	18,661682
3,218234	19,829419
2,514880	-1,211088
4,974168	18,996813
4,778240	1,338683
5,725673	3,110705
7,592469	1,759861
5,565968	22,623933
8,212726	0,010841
8,528000	21,006890
4,618688	22,546707
11,804511	19,297500
9,869016	18,875516
14,913249	0,723499
12,420546	-2,874262
15,499493	-2,856420
16,749436	1,222843
17,910942	16,787649
0,142873	23,023453
1,312237	20,244460
19,787439	1,257976
2,558834	23,029991
5,280113	0,502683
3,269663	0,748981
2,561217	1,549704
7,510816	3,992555
3,792745	1,777435
9,676751	-0,716086
11,376000	-2,824453
5,703399	1,554196
7,804179	18,982503
13,906549	-1,826163
14,052374	19,284111
15,497146	-0,634953
17,758271	18,322676
17,818687	0,558158
19,648757	22,168937
16,458722	22,572298
19,231901	0,363242
0,127886	20,723459
2,691895	6,098980
1,915345	0,878304
2,576630	3,793916
1,705681	3,261577
1,732640	2,071618
3,162231	-2,097971
8,414426	1,103181
10,924176	-1,813799
14,404692	-2,794541
13,519115	22,313560
10,458977	-2,784933
12,934424	1,165220
13,967321	1,294432
16,059946	4,818585
12,899976	-1,910905
15,693803	1,368308
16,449939	2,257529
17,547798	22,609829
19,194167	-1,915385
1,516016	22,804388
1,841184	5,380018
3,560768	5,942670
4,530615	5,875700
2,523078	2,625818
4,726512	2,403043
8,476151	2,113456
9,327042	1,642425
11,498506	0,131165
9,147341	0,524515
12,386758	22,230528
13,420533	2,157715
13,528958	0,370740
15,476372	2,672449
16,993584	4,135004
18,110040	3,756846
18,571437	0,988861
15,889503	0,414516
0,693793	1,983348
18,430987	20,465758
3,653123	4,821674
2,689809	4,862353
0,754033	8,382355
2,058804	8,328403
3,112805	7,448150
4,173557	3,640530
3,341468	3,118198
4,645951	4,815591
5,409585	5,425756
10,029596	0,336182
10,876435	22,347631
14,572392	22,840110
12,402104	4,400545
15,251793	3,634044
16,834581	6,840165
15,186255	6,126655
16,104174	5,934016
18,938934	3,224376
17,276425	2,973251
17,471129	1,985936
19,054631	2,203827
1,184683	6,481225
0,027658	9,255896
2,233597	6,991609
1,564358	10,249758
5,474597	4,291545
6,692449	2,584019
9,083992	2,951423
12,518747	0,261727
9,924910	21,310182
11,935954	1,154350
12,546499	2,239698
16,230501	3,398813
14,152578	5,660500
14,457356	7,236045
18,125619	2,689131
17,660771	7,381865
18,494524	-0,323467
19,813086	4,112324
19,873223	2,826021
0,744001	3,229315
19,923417	5,973743
19,384104	10,202562
0,970439	11,153712
19,930975	11,143080
1,490104	9,170825
3,080672	8,651019
4,035886	6,902393
6,537091	3,986239
7,678630	5,038748
10,868254	0,975193
14,437354	2,968260
12,493826	6,433584
14,761219	1,776906
15,152057	4,746109
18,858821	5,887120
0,839172	5,373552
15,453845	8,409446
19,437962	6,881023
0,346687	6,992077
18,888261	4,576548
0,543755	10,216035
3,170780	11,671994
2,465073	9,460694
2,608777	10,662802
3,458993	9,836604
6,224461	5,910620
5,423186	6,817399
6,676721	5,037009
11,489454	2,019207
10,393415	2,140129
12,209866	5,469587
13,003435	3,194565
11,189919	4,085546
14,375777	4,209150
13,679913	7,882797
17,996766	4,914224
1,579828	4,347255
17,128124	8,454938
1,261077	7,517471
18,604422	7,577043
0,869094	12,196109
18,814225	11,066583
2,117442	11,830840
4,848280	7,659045
8,755350	5,124935
6,504062	6,911266
7,521473	7,408162
7,795609	2,983299
8,459134	3,872565
10,923551	5,543162
11,053397	2,969594
12,073345	3,220748
13,185800	5,633632
10,450414	6,746095
13,532860	6,741548
11,724474	7,500934
14,503083	8,526729
14,125423	9,724012
19,608030	8,053964
15,434719	7,219745
17,533543	11,597896
3,505164	13,894279
5,811008	7,928415
4,272516	11,760956
3,909817	8,049837
6,805023	8,062042
5,672850	10,443848
7,194642	6,150351
9,363458	4,270602
8,474661	6,231558
13,475634	4,479758
7,601746	10,208088
10,799077	7,784526
12,687066	8,428070
11,312247	10,610730
17,794206	6,162400
12,824370	7,400716
15,051212	9,428070
16,565168	11,685186
18,746460	9,405558
18,019835	8,793710
16,305042	7,913187
18,068843	10,383995
3,802390	10,877464
4,613861	10,328059
5,173314	11,357827
6,393204	15,140787
7,119333	12,532571
5,020189	8,802038
10,002878	3,349240
8,733341	8,604859
9,421671	6,581609
11,588728	8,849771
9,221042	10,244543
12,670609	9,578375
13,503029	8,952591
16,309513	9,214187
14,763921	10,761253
15,544932	12,427772
15,426299	13,801525
15,707637	10,242803
17,206110	9,612995
4,212613	9,261030
5,367297	16,790937
4,546436	13,933911
6,094024	12,626835
5,691296	13,594251
8,470818	7,469932
10,322486	4,494183
11,481113	6,388580
9,772330	5,561125
10,384398	8,891235
8,331167	12,988178
10,136851	12,042555
12,701172	11,816576
13,671171	11,585443
14,584129	11,938265
16,354424	14,710339
15,065819	16,165115
16,906760	5,178512
16,965308	10,709911
17,361629	12,830748
5,140678	12,588515
0,177309	14,955874
1,614332	13,025427
19,400437	12,006964
5,751601	15,821657
6,323371	11,486980
6,649922	10,486589
7,882372	8,397824
9,768808	7,565520
8,118112	11,853625
10,910005	14,110156
8,354791	10,689293
11,249522	11,646743
11,917892	12,450582
14,623296	12,977968
13,273457	10,446627
13,428571	13,718135
16,385461	12,976097
19,813730	16,104559
18,378254	12,098338
1,564323	14,247171
19,225506	14,264722
4,218422	15,051179
2,926690	12,821473
5,763458	18,137188
7,664254	20,165751
7,142972	9,279600
8,435152	9,614104
9,421822	9,251597
11,155428	15,320774
9,332514	11,310804
10,122966	9,896545
12,742332	12,992630
13,700789	12,613897
12,931147	14,728992
19,090802	15,335906
15,562005	11,249519
15,335543	14,950027
17,228985	13,838252
1,884512	16,261234
4,161797	19,479342
2,792842	16,435702
0,182211	12,961768
4,053154	12,885527
5,248021	14,932618
8,995619	14,013677
8,024236	16,173828
8,471190	15,213620
7,239625	11,369947
11,012445	16,728845
11,964366	17,192652
12,282154	10,651758
12,039644	14,089293
17,018478	17,401987
14,459725	18,269558
9,926877	13,429199
17,245364	16,005906
19,125863	13,238615
0,733502	13,752001
2,387434	19,189060
3,479882	17,245305
2,505525	14,011305
4,802062	15,850730
3,154050	14,972955
6,434948	17,144916
7,450233	15,118549
6,877593	13,658012
7,420184	17,109417
9,872611	16,687216
9,225145	12,648381
9,223306	15,885684
16,345871	18,102592
19,407231	19,999743
14,930811	17,204382
9,816876	14,740463
14,355830	14,097760
11,842215	16,093012
18,334222	14,638426
17,375510	14,918128
19,782565	19,071361
0,915545	16,471020
2,363597	18,043620
4,922313	17,806259
4,407087	16,877547
6,852297	16,129964
6,707943	19,177553
5,810722	-2,324839
6,894135	18,167077
7,771316	14,059002
10,755697	12,829266
10,323665	10,910870
11,474791	18,200627
9,417473	18,005910
16,510881	-2,788794
16,076323	16,923401
13,777412	16,228594
12,906253	15,761247
12,108754	15,145757
2,167998	15,091829
0,668850	-1,151727
2,285771	-2,400515
4,151833	18,188003
4,925366	-2,929698
5,792365	19,725309
7,445937	-0,603401
6,528196	23,049874
10,907799	19,143393
8,869398	18,885153
10,583646	17,968825
15,437250	18,219420
13,881368	17,437446
10,251487	15,673702
16,934309	18,999450
15,027201	-1,890372
18,915490	16,879099
14,444899	15,369009
18,165276	13,454026
16,136309	15,711316
18,792352	18,032808
0,580829	18,141007
1,652738	-1,426462
3,621801	-0,321759
4,033193	20,676231
6,740716	-2,828660
4,195188	0,566639
8,598817	19,968663
8,363280	17,784458
8,947248	16,863291
